query_id,beneficiary_id,query_country_code,query_country,query_type,query_state,query_region,query_county,query_city,query_postal_code,query_address
7874,Fundação Salesianos,PT,Portugal,project,,,,,,
7875,"MALHAS SONIX, S.A.",PT,Portugal,project,,,,,,
7876,FLYTE CONTROL LIMPEZAS E DESINFESTAÇÕES LDA,PT,Portugal,project,,,,,,
7877,"ALFATUBO - EMPRESA DE PLÁSTICOS TÉCNICOS, LDª",PT,Portugal,project,,,,,,
7878,"Factopolis - Unipessoal, Lda.",PT,Portugal,project,,,,,,
7879,"KATHREIN AUTOMOTIVE PORTUGAL,SOCIEDADE UNIPESSOAL, LDA",PT,Portugal,project,,,,,,
7880,Gemeos Ferreira SA,PT,Portugal,project,,,,,,
7881,MONTEPAN COMERCIO DE PRODUTOS ALIMENTARES LDA,PT,Portugal,project,,,,,,
7882,PINTO & BENTES SA,PT,Portugal,project,,,,,,
12820,TESSIMAX - LANIFÍCIO S.A.,PT,Portugal,project,,,,,,
7883,"World Rest  - Gestão de Hotelaria e Turismo, S.A",PT,Portugal,project,,,,,,
7884,FELPINTER INDUSTRIAS TEXTEIS S A,PT,Portugal,project,,,,,,
7885,ASSOCIAÇÃO DOS PRODUTORES DE CEREJA DO DOURO,PT,Portugal,project,,,,,,
7886,Municipio de Sabugal,PT,Portugal,project,,,,,,
7887,ANAFRE-Associação Nacional de Freguesias,PT,Portugal,project,,,,,,
7888,ARLINDO CORREIA & FILHOS S.A.,PT,Portugal,project,,,,,,
7889,"Calco - Calçado de Conforto, Lda",PT,Portugal,project,,,,,,
7890,Agrupamento de Escolas Dr. Costa Matos,PT,Portugal,project,,,,,,
7891,"Fruprogress - Comércio e Transformação de Produtos Alimentares, Lda.",PT,Portugal,project,,,,,,
7892,ETILABEL INDUSTRIA E COMERCIO DE ETIQUETAS E EMBALAGENS LDA,PT,Portugal,project,,,,,,
7893,Associação para o Desenvolvimento das Mulheres Ciganas Portuguesas - AMUCIP,PT,Portugal,project,,,,,,
7894,EMPRESA DE INVESTIGAÇÃO E DESENVOLVIMENTO DE ELECTRONICA S.A.,PT,Portugal,project,,,,,,
7895,"SOCIEDADE TURÍSTICA DA PENINA, S.A.",PT,Portugal,project,,,,,,
7896,AGRUPAMENTO DE ESCOLAS DE VENDAS NOVAS,PT,Portugal,project,,,,,,
7897,Agrupamento de Escolas nº3 de Elvas,PT,Portugal,project,,,,,,
7898,RIOPELE TEXTEIS S.A,PT,Portugal,project,,,,,,
